@relation 'training_set-weka.filters.unsupervised.attribute.Remove-R2,4-6'

@attribute class {DRG039,DRG057,DRG069,DRG064,DRG065,DRG066,DRG074,DRG101,DRG149,DRG176,DRG177,DRG189,DRG178,DRG190,DRG191,DRG193,DRG194,DRG192,DRG195,DRG202,DRG203,DRG207,DRG238,DRG252,DRG253,DRG208,DRG254,DRG291,DRG243,DRG244,DRG246,DRG247,DRG249,DRG251,DRG280,DRG292,DRG281,DRG282,DRG286,DRG287,DRG293,DRG300,DRG301,DRG303,DRG305,DRG308,DRG312,DRG309,DRG310,DRG313,DRG314,DRG315,DRG330,DRG377,DRG329,DRG372,DRG378,DRG379,DRG389,DRG390,DRG391,DRG394,DRG439,DRG392,DRG460,DRG473,DRG418,DRG419,DRG469,DRG470,DRG480,DRG481,DRG536,DRG482,DRG552,DRG491,DRG563,DRG602,DRG603,DRG638,DRG640,DRG682,DRG641,DRG683,DRG684,DRG689,DRG690,DRG811,DRG698,DRG699,DRG812,DRG853,DRG885,DRG870,DRG871,DRG872,DRG897,DRG948,DRG917,DRG918}
@attribute providerRegionDescription {RIDALDothan,RIDALBirmingham,RIDALMontgomery,RIDALHuntsville,RIDAZPhoenix,RIDAZMesa,RIDARJonesboro,RIDALTuscaloosa,RIDALMobile,RIDFLClearwater,RIDMABoston,RIDNHManchester,RIDNYAlbany,RIDTXHouston,RIDWIMilwaukee,RIDFLMiami,RIDNDBismarck,RIDTXDallas,RIDFLOrlando,RIDFLPensacola,RIDGAAtlanta,RIDMOSt.Louis,RIDILJoliet,RIDMEBangor,RIDCASantaCruz,RIDCTHartford,RIDFLOcala,RIDCTNewHaven,RIDSCCharleston,RIDNJCamden,RIDNYBronx,RIDPAErie,RIDKSWichita,RIDPAPittsburgh,RIDMEPortland,RIDGAAugusta,RIDGAMacon,RIDILEvanston,RIDILElgin,RIDMDSalisbury,RIDMIAnnArbor,RIDMILansing,RIDKYPaducah,RIDNJMorristown,RIDCANapa,RIDCASacramento,RIDCODenver,RIDCOGreeley,RIDCTBridgeport,RIDFLFortMyers,RIDCAChico,RIDTNMemphis,RIDOHCanton,RIDARSpringdale,RIDCAFresno,RIDCAStockton,RIDCALosAngeles,RIDMNDuluth,RIDCAOrangeCounty,RIDCASanDiego,RIDCASanBernardino,RIDNCRaleigh,RIDWIAppleton,RIDILBloomington,RIDPAAllentown,RIDCARedding,RIDAZTucson,RIDIAIowaCity,RIDMIDearborn,RIDILSpringfield,RIDARLittleRock,RIDCOBoulder,RIDCOFortCollins,RIDPAJohnstown,RIDWIMadison,RIDNEOmaha,RIDOHCleveland,RIDTXElPaso,RIDCASalinas,RIDCABakersfield,RIDDCWashington,RIDFLJacksonville,RIDHIHonolulu,RIDILChicago,RIDINGary,RIDLAShreveport,RIDLAMonroe,RIDCAModesto}
@attribute averageMedicarePayments numeric

@data
DRG282,RIDALBirmingham,3245.82
DRG282,RIDALBirmingham,3481.72
DRG282,RIDALBirmingham,3558.33
DRG282,RIDALMontgomery,4384.59
DRG282,RIDALMontgomery,3703.07
DRG282,RIDALBirmingham,3685.08
DRG282,RIDALBirmingham,4184.45
DRG282,RIDALBirmingham,3298.12
DRG292,RIDCTHartford,6310.86
DRG282,RIDALHuntsville,3895.94
DRG292,RIDFLMiami,7336.62
DRG286,RIDALDothan,10484.5
DRG286,RIDALBirmingham,8958.05
DRG286,RIDALBirmingham,10185.55
DRG286,RIDALBirmingham,9701.28
DRG286,RIDALMontgomery,12802.39
DRG286,RIDALMontgomery,10683.58
DRG286,RIDALBirmingham,10580.64
DRG286,RIDALBirmingham,18366.42
DRG286,RIDALBirmingham,10457.53
DRG286,RIDALBirmingham,9146.54
DRG287,RIDALDothan,4903.51
DRG287,RIDALBirmingham,5055.94
DRG287,RIDALBirmingham,4763.65
DRG287,RIDALBirmingham,4913.03
DRG287,RIDALBirmingham,4355.22
DRG287,RIDALBirmingham,4835.83
DRG287,RIDALMontgomery,6215.26
DRG287,RIDALMontgomery,4805.01
DRG287,RIDALBirmingham,4758.08
DRG287,RIDALBirmingham,5355.39
DRG292,RIDFLFortMyers,5343.7
DRG292,RIDFLMiami,6689.13
DRG293,RIDALDothan,3053.8
DRG293,RIDALBirmingham,2910.68
DRG293,RIDALBirmingham,2868.72
DRG293,RIDALDothan,2774.06
DRG293,RIDALMontgomery,4171
DRG293,RIDALBirmingham,2800.26
DRG293,RIDALBirmingham,3019.92
DRG293,RIDALBirmingham,2784.7
DRG293,RIDALMobile,3437.28
DRG293,RIDALBirmingham,2967.09
DRG300,RIDALDothan,4681.2
DRG300,RIDALBirmingham,4403.68
DRG300,RIDALBirmingham,4248.4
DRG300,RIDALHuntsville,4469.18
DRG300,RIDALBirmingham,4738.26
DRG300,RIDALBirmingham,4618.6
DRG300,RIDALBirmingham,4726.26
DRG300,RIDALMontgomery,5790.83
DRG300,RIDALMontgomery,4581.26
DRG300,RIDALBirmingham,4631.08
DRG301,RIDFLPensacola,2642.36
DRG301,RIDILElgin,3251.94
DRG301,RIDALDothan,2380.35
DRG301,RIDALBirmingham,2693.2
DRG301,RIDALBirmingham,2612.31
DRG301,RIDALBirmingham,2875
DRG301,RIDALBirmingham,2661.2
DRG301,RIDALMontgomery,3619.11
DRG301,RIDALBirmingham,2717.66
DRG301,RIDALBirmingham,3714.75
DRG303,RIDALDothan,2377.36
DRG303,RIDALBirmingham,2467.15
DRG303,RIDALBirmingham,2095.08
DRG303,RIDALBirmingham,2276.78
DRG303,RIDALBirmingham,2421.86
DRG303,RIDALMontgomery,3040.8
DRG303,RIDALBirmingham,2297.5
DRG303,RIDALBirmingham,3425.04
DRG303,RIDALHuntsville,2598.55
DRG303,RIDALDothan,2146.36
DRG305,RIDALBirmingham,2428.18
DRG305,RIDALMontgomery,3014.6
DRG305,RIDALMontgomery,2345.8
DRG305,RIDALBirmingham,2597.09
DRG305,RIDALBirmingham,2726.46
DRG305,RIDALBirmingham,3432.61
DRG305,RIDALBirmingham,2163.36
DRG305,RIDALHuntsville,2427
DRG305,RIDALBirmingham,2166.4
DRG305,RIDALBirmingham,2149.42
DRG308,RIDALDothan,6033.08
DRG308,RIDALBirmingham,6526.37
DRG308,RIDALBirmingham,5845.52
DRG308,RIDALBirmingham,6033.72
DRG308,RIDALBirmingham,5489.41
DRG308,RIDALBirmingham,6316.92
DRG308,RIDALBirmingham,6173.85
DRG308,RIDALMontgomery,7328.06
DRG308,RIDALMontgomery,6450.68
DRG308,RIDALBirmingham,6241.25
DRG312,RIDAZPhoenix,4550
DRG312,RIDAZMesa,3390.45
DRG309,RIDCAChico,4822
DRG309,RIDTNMemphis,3929
DRG309,RIDOHCanton,3681.16
DRG309,RIDALDothan,3873.84
DRG309,RIDALBirmingham,4069.7
DRG309,RIDALBirmingham,3533.15
DRG309,RIDALHuntsville,3400.73
DRG309,RIDALBirmingham,3619.71
DRG309,RIDALBirmingham,3766.64
DRG309,RIDALBirmingham,3757.57
DRG312,RIDARJonesboro,3454.22
DRG312,RIDARSpringdale,3130.86
DRG312,RIDCAFresno,4235.82
DRG312,RIDCAStockton,4675.25
DRG312,RIDCALosAngeles,4686.7
DRG310,RIDALDothan,2256.5
DRG310,RIDALBirmingham,2129.36
DRG310,RIDALDothan,1997.68
DRG310,RIDALBirmingham,2152.46
DRG310,RIDALHuntsville,2174.94
DRG310,RIDALBirmingham,2076.82
DRG310,RIDALBirmingham,2137.19
DRG310,RIDALBirmingham,2161.21
DRG310,RIDALBirmingham,2161.82
DRG310,RIDALMontgomery,2844.5
DRG312,RIDCALosAngeles,5786.76
DRG312,RIDCOGreeley,3124.81
DRG312,RIDCTHartford,3976.15
DRG313,RIDMABoston,2633.04
DRG313,RIDALDothan,2093.38
DRG313,RIDALBirmingham,1704.53
DRG313,RIDALDothan,1872.38
DRG313,RIDALBirmingham,2113.84
DRG313,RIDALBirmingham,2116.02
DRG313,RIDALBirmingham,2293.38
DRG313,RIDALMontgomery,2746.33
DRG313,RIDALMontgomery,2213.9
DRG313,RIDALBirmingham,2458.33
DRG314,RIDALDothan,8602.2
DRG314,RIDALBirmingham,9205.36
DRG314,RIDALBirmingham,9237
DRG314,RIDALBirmingham,9544.75
DRG314,RIDALMontgomery,9737.05
DRG314,RIDALMontgomery,9574.59
DRG314,RIDALBirmingham,8754.33
DRG314,RIDALBirmingham,11784.62
DRG314,RIDALHuntsville,10054.47
DRG314,RIDALBirmingham,9636.94
DRG315,RIDMNDuluth,5712.69
DRG315,RIDWIMilwaukee,4938.54
DRG330,RIDFLOrlando,16157.97
DRG315,RIDALDothan,4225.66
DRG315,RIDALBirmingham,4593.54
DRG315,RIDALBirmingham,4368.63
DRG315,RIDALBirmingham,4968.72
DRG315,RIDALBirmingham,4696.86
DRG315,RIDALMontgomery,5506.38
DRG315,RIDALBirmingham,4824.46
DRG315,RIDALBirmingham,7330.62
DRG377,RIDCAOrangeCounty,13048.7
DRG377,RIDCASanDiego,14491.5
DRG329,RIDALDothan,28935.35
DRG329,RIDALBirmingham,26006.34
DRG329,RIDALBirmingham,24294.88
DRG329,RIDALBirmingham,29031.62
DRG329,RIDALMontgomery,33495.55
DRG329,RIDALMontgomery,29761.87
DRG329,RIDALBirmingham,26039.22
DRG329,RIDALBirmingham,38477.18
DRG329,RIDALBirmingham,37050.63
DRG329,RIDALHuntsville,31076.28
DRG330,RIDALDothan,13471.08
DRG330,RIDALBirmingham,12672
DRG330,RIDALHuntsville,11596
DRG330,RIDALBirmingham,12206.47
DRG330,RIDALBirmingham,11710.08
DRG330,RIDALMontgomery,15445.2
DRG330,RIDALMontgomery,12612
DRG330,RIDALBirmingham,13374.03
DRG330,RIDALBirmingham,17088.53
DRG377,RIDCASanBernardino,12290.4
DRG377,RIDCODenver,10475.11
DRG377,RIDFLPensacola,9988
DRG377,RIDFLMiami,12227.84
DRG372,RIDALDothan,6215.11
DRG372,RIDALHuntsville,4197.07
DRG372,RIDALBirmingham,6504.11
DRG372,RIDALBirmingham,6842.25
DRG372,RIDALMontgomery,6082.08
DRG372,RIDALBirmingham,6525.07
DRG372,RIDALBirmingham,8224.61
DRG372,RIDALHuntsville,6532.21
DRG372,RIDALBirmingham,5856.06
DRG372,RIDALDothan,6149.07
DRG377,RIDGAAtlanta,9667.42
DRG377,RIDGAAtlanta,11910.75
DRG377,RIDALBirmingham,7683.72
DRG377,RIDALHuntsville,9735.65
DRG378,RIDALDothan,4935.76
DRG378,RIDALBirmingham,4909.48
DRG378,RIDALBirmingham,4526.61
DRG378,RIDALHuntsville,4206.42
DRG378,RIDALBirmingham,4603.76
DRG378,RIDALBirmingham,4368.48
DRG378,RIDALBirmingham,4791.25
DRG378,RIDALBirmingham,4795.14
DRG378,RIDALMontgomery,5552.76
DRG378,RIDALMontgomery,4763.84
DRG379,RIDALBirmingham,2592.47
DRG379,RIDALHuntsville,2600
DRG379,RIDALBirmingham,2896.69
DRG379,RIDALBirmingham,2989.53
DRG379,RIDALBirmingham,3069.77
DRG379,RIDALMontgomery,3971.05
DRG379,RIDALMontgomery,3144.39
DRG379,RIDALBirmingham,3922.46
DRG379,RIDFLPensacola,3146.78
DRG379,RIDALBirmingham,2525
DRG389,RIDALDothan,4234.11
DRG389,RIDALBirmingham,4389.11
DRG389,RIDALBirmingham,4186.42
DRG389,RIDALHuntsville,4027.4
DRG389,RIDALBirmingham,4230.09
DRG389,RIDALBirmingham,4577.54
DRG389,RIDALBirmingham,4285.9
DRG389,RIDALMontgomery,5535.17
DRG389,RIDALMontgomery,4447.97
DRG389,RIDALBirmingham,4430.53
DRG390,RIDALDothan,2416.36
DRG390,RIDALBirmingham,2946.5
DRG390,RIDALBirmingham,2463.66
DRG390,RIDALBirmingham,2494.8
DRG390,RIDALBirmingham,2736.33
DRG390,RIDALBirmingham,2635.5
DRG390,RIDALMontgomery,3223.93
DRG390,RIDALMontgomery,2751.97
DRG390,RIDALBirmingham,2900.07
DRG390,RIDALBirmingham,2521.29
DRG391,RIDALDothan,5810.18
DRG391,RIDALBirmingham,6110.27
DRG391,RIDALBirmingham,5634.84
DRG391,RIDALMontgomery,7080.7
DRG391,RIDALMontgomery,6052.36
DRG391,RIDALBirmingham,5417.07
DRG391,RIDALBirmingham,5583.2
DRG391,RIDALBirmingham,7410.2
DRG391,RIDALBirmingham,5097.81
DRG391,RIDALBirmingham,5013.76
DRG394,RIDNCRaleigh,4504.18
DRG394,RIDWIAppleton,4653.58
DRG439,RIDFLOrlando,5817.92
DRG392,RIDALDothan,2999.76
DRG392,RIDALBirmingham,2957.44
DRG392,RIDALBirmingham,2868.45
DRG392,RIDALDothan,2931.09
DRG392,RIDALMontgomery,4375.41
DRG392,RIDALBirmingham,2942.8
DRG392,RIDALHuntsville,2684.42
DRG392,RIDALBirmingham,2943.47
DRG392,RIDALBirmingham,2884.89
DRG392,RIDALBirmingham,2992
DRG460,RIDCTHartford,23521.72
DRG460,RIDCTNewHaven,24279.63
DRG473,RIDILBloomington,9419.08
DRG473,RIDPAAllentown,11845.5
DRG473,RIDSCCharleston,10468.24
DRG394,RIDCARedding,6403.33
DRG394,RIDCTHartford,6003.21
DRG394,RIDILEvanston,5962.22
DRG394,RIDKYPaducah,5066.09
DRG394,RIDMEPortland,6385.34
DRG394,RIDMABoston,5916.11
DRG394,RIDALDothan,5029.09
DRG394,RIDALBirmingham,5150.23
DRG418,RIDALDothan,9046.23
DRG418,RIDALBirmingham,9031.93
DRG418,RIDALBirmingham,8184.1
DRG418,RIDALHuntsville,8329.63
DRG418,RIDALBirmingham,7985.2
DRG418,RIDALBirmingham,8519.81
DRG418,RIDALBirmingham,8039.44
DRG418,RIDALMontgomery,7229.06
DRG418,RIDALBirmingham,8768
DRG418,RIDALBirmingham,7290.63
DRG419,RIDALDothan,5635.6
DRG419,RIDALBirmingham,5526.5
DRG419,RIDALBirmingham,5607.42
DRG419,RIDALBirmingham,5009.46
DRG419,RIDALMontgomery,7008.58
DRG419,RIDALMontgomery,4842
DRG419,RIDALBirmingham,5744.16
DRG419,RIDALBirmingham,7604.73
DRG419,RIDALHuntsville,5740.19
DRG419,RIDALBirmingham,5301.84
DRG439,RIDALBirmingham,4408.18
DRG439,RIDALBirmingham,3908.25
DRG439,RIDALBirmingham,4599.33
DRG439,RIDALMontgomery,5893.52
DRG439,RIDALMontgomery,4666.59
DRG439,RIDALBirmingham,4743.72
DRG439,RIDALBirmingham,6399.39
DRG439,RIDALBirmingham,4609.54
DRG439,RIDALHuntsville,5085.29
DRG460,RIDALDothan,20307.47
DRG460,RIDALBirmingham,18524.56
DRG460,RIDALBirmingham,19271.14
DRG460,RIDALBirmingham,20265.56
DRG460,RIDALBirmingham,19223.53
DRG460,RIDALMontgomery,22734.36
DRG460,RIDALMontgomery,16997.5
DRG460,RIDALBirmingham,20342.64
DRG469,RIDALDothan,16955.14
DRG469,RIDALBirmingham,17744.62
DRG469,RIDALBirmingham,18620.36
DRG469,RIDALMontgomery,18621.07
DRG469,RIDALMontgomery,16255.06
DRG469,RIDALBirmingham,16503.72
DRG469,RIDALBirmingham,19315.33
DRG469,RIDALBirmingham,16443.41
DRG469,RIDALHuntsville,16869.51
DRG469,RIDALBirmingham,17386
DRG470,RIDALDothan,10298.39
DRG470,RIDALBirmingham,10745.39
DRG470,RIDALBirmingham,9923.58
DRG470,RIDALDothan,9868.64
DRG470,RIDALHuntsville,9261.66
DRG470,RIDALBirmingham,9923.65
DRG470,RIDALBirmingham,10046.9
DRG470,RIDALBirmingham,10075.74
DRG470,RIDALBirmingham,10315.33
DRG470,RIDALDothan,11321.86
DRG473,RIDAZTucson,10052.88
DRG473,RIDALDothan,10093.89
DRG473,RIDALBirmingham,8968.88
DRG473,RIDALBirmingham,10186.85
DRG473,RIDALBirmingham,10413.5
DRG473,RIDALBirmingham,9967.61
DRG473,RIDALMontgomery,12035.55
DRG480,RIDALDothan,15417.04
DRG480,RIDALBirmingham,14209.64
DRG480,RIDALBirmingham,15380.07
DRG480,RIDALMontgomery,18914.21
DRG480,RIDALBirmingham,15733.06
DRG480,RIDALBirmingham,23954.05
DRG480,RIDALBirmingham,15214.04
DRG480,RIDALHuntsville,15991.93
DRG480,RIDALBirmingham,14567.76
DRG480,RIDALDothan,14762.54
DRG481,RIDALMobile,8859.84
DRG481,RIDALDothan,9328.97
DRG481,RIDALBirmingham,9703
DRG481,RIDALBirmingham,8620.1
DRG481,RIDALHuntsville,8537.06
DRG481,RIDALBirmingham,9037.38
DRG481,RIDALBirmingham,9419.75
DRG481,RIDALBirmingham,9476.51
DRG481,RIDALMontgomery,11387.33
DRG481,RIDALMontgomery,9644.89
DRG536,RIDIAIowaCity,2961.5
DRG536,RIDMIDearborn,4442.5
DRG536,RIDNJCamden,3424.33
DRG536,RIDNJCamden,3050.72
DRG482,RIDALBirmingham,6990.59
DRG482,RIDALBirmingham,7026.35
DRG482,RIDALBirmingham,7684.36
DRG482,RIDALBirmingham,7602.63
DRG482,RIDALMontgomery,8842.21
DRG482,RIDALMontgomery,7356.73
DRG482,RIDALBirmingham,7685.95
DRG482,RIDALBirmingham,10314.64
DRG482,RIDALBirmingham,7292.46
DRG482,RIDFLPensacola,7654.85
DRG552,RIDCASanDiego,5007.14
DRG552,RIDCARedding,5219.93
DRG552,RIDCOGreeley,4252.91
DRG552,RIDFLMiami,5466.67
DRG536,RIDCASantaCruz,5190.07
DRG536,RIDFLMiami,10449.12
DRG536,RIDFLOcala,2959.04
DRG536,RIDFLOrlando,3014.05
DRG491,RIDALDothan,4470.57
DRG491,RIDALBirmingham,4384.18
DRG491,RIDALBirmingham,4508.19
DRG491,RIDALBirmingham,4384.9
DRG491,RIDALMontgomery,5389.36
DRG491,RIDALMontgomery,4461.07
DRG491,RIDALBirmingham,4617.65
DRG491,RIDALBirmingham,5624.06
DRG491,RIDALBirmingham,4167.32
DRG491,RIDALHuntsville,3512.4
DRG536,RIDFLPensacola,2704.46
DRG536,RIDILSpringfield,3670
DRG552,RIDFLFortMyers,3755.37
DRG552,RIDALDothan,3369.56
DRG552,RIDALBirmingham,3391.36
DRG552,RIDALHuntsville,3295.37
DRG552,RIDALBirmingham,3052.58
DRG552,RIDALBirmingham,3619.87
DRG563,RIDALBirmingham,2897.9
DRG563,RIDALMontgomery,3462.78
DRG563,RIDALMontgomery,3088.07
DRG563,RIDALBirmingham,3660.04
DRG563,RIDFLPensacola,3507.27
DRG563,RIDALHuntsville,3225.3
DRG563,RIDALDothan,2494
DRG563,RIDALDothan,2739
DRG563,RIDALBirmingham,3000.33
DRG563,RIDALBirmingham,2608.47
DRG602,RIDALBirmingham,7181.45
DRG602,RIDARJonesboro,7690.76
DRG602,RIDCAOrangeCounty,8504.53
DRG602,RIDCODenver,9272.46
DRG602,RIDCTNewHaven,10980.45
DRG602,RIDALDothan,6580.92
DRG602,RIDALBirmingham,9260.13
DRG602,RIDALBirmingham,6878.58
DRG602,RIDALHuntsville,8304.6
DRG602,RIDALBirmingham,6728.45
DRG603,RIDALDothan,3742.46
DRG603,RIDALBirmingham,3837
DRG603,RIDALBirmingham,3517.69
DRG603,RIDALDothan,3287.73
DRG603,RIDALMontgomery,7540.21
DRG603,RIDALBirmingham,3570
DRG603,RIDALHuntsville,3233.48
DRG603,RIDALBirmingham,3566.6
DRG603,RIDALBirmingham,2955.66
DRG603,RIDALBirmingham,3439.42
DRG638,RIDNYAlbany,5177.85
DRG638,RIDALDothan,4047.68
DRG638,RIDALBirmingham,4203.41
DRG638,RIDALBirmingham,3537.2
DRG638,RIDALBirmingham,3394.64
DRG638,RIDALBirmingham,3564.66
DRG638,RIDALBirmingham,3041.83
DRG638,RIDALBirmingham,3654.7
DRG638,RIDALMontgomery,4625.58
DRG638,RIDALMontgomery,3680.4
DRG640,RIDALDothan,5783.36
DRG640,RIDALBirmingham,5421.4
DRG640,RIDALBirmingham,5497.57
DRG640,RIDALBirmingham,4961.17
DRG640,RIDALBirmingham,5355.36
DRG640,RIDALMontgomery,6814.14
DRG640,RIDALMontgomery,5911.1
DRG640,RIDALBirmingham,5402.17
DRG640,RIDALBirmingham,7445.64
DRG640,RIDALBirmingham,5430.75
DRG682,RIDALBirmingham,8126.17
DRG682,RIDAZPhoenix,17255.28
DRG682,RIDARSpringdale,8186.25
DRG682,RIDARLittleRock,8499.02
DRG682,RIDCALosAngeles,13685.24
DRG682,RIDCOGreeley,9444.79
DRG682,RIDCOBoulder,9167.33
DRG682,RIDCODenver,9128.06
DRG641,RIDALDothan,2905.08
DRG641,RIDALBirmingham,3313.87
DRG641,RIDALBirmingham,2889.12
DRG641,RIDALDothan,2689.88
DRG641,RIDALMontgomery,3864.78
DRG641,RIDALBirmingham,3135.24
DRG641,RIDALHuntsville,2578.07
DRG641,RIDALBirmingham,2886.16
DRG641,RIDALBirmingham,2630.58
DRG641,RIDALMobile,3273.11
DRG682,RIDCOFortCollins,8731.21
DRG682,RIDCODenver,17286.12
DRG683,RIDALDothan,4938.78
DRG683,RIDALBirmingham,5171.26
DRG683,RIDALBirmingham,4409.92
DRG683,RIDALHuntsville,4179.41
DRG683,RIDALBirmingham,4556.05
DRG683,RIDALBirmingham,4305.28
DRG683,RIDALBirmingham,4675.65
DRG683,RIDALBirmingham,4872.85
DRG683,RIDALMontgomery,5850.73
DRG683,RIDALMontgomery,4817.17
DRG684,RIDALDothan,2804
DRG684,RIDALBirmingham,2565.58
DRG684,RIDALBirmingham,2238.07
DRG684,RIDALMontgomery,2864.48
DRG684,RIDALBirmingham,2945.27
DRG684,RIDALBirmingham,3805.23
DRG684,RIDALBirmingham,2487.93
DRG684,RIDALHuntsville,3163.25
DRG684,RIDALBirmingham,2497.3
DRG684,RIDALHuntsville,2665.93
DRG689,RIDALDothan,6279.81
DRG689,RIDALBirmingham,5842
DRG689,RIDALBirmingham,5658
DRG689,RIDALDothan,5743.53
DRG689,RIDALHuntsville,5342.71
DRG689,RIDALBirmingham,6240.28
DRG689,RIDALBirmingham,5448.5
DRG689,RIDALBirmingham,6010.28
DRG689,RIDALDothan,6307.75
DRG689,RIDALMontgomery,7301.46
DRG690,RIDMOSt.Louis,3664.62
DRG690,RIDMEPortland,3560.36
DRG690,RIDPAJohnstown,3233
DRG690,RIDWIMadison,3771.92
DRG690,RIDALDothan,3508.06
DRG690,RIDALBirmingham,3641.48
DRG690,RIDALBirmingham,3198.5
DRG690,RIDALDothan,3453.19
DRG690,RIDALMontgomery,4811.88
DRG690,RIDALBirmingham,3256.51
DRG811,RIDNEOmaha,6192.5
DRG811,RIDOHCleveland,5742.85
DRG811,RIDPAErie,6212.46
DRG811,RIDTXHouston,7894.83
DRG811,RIDTXDallas,6843.33
DRG811,RIDTXElPaso,6528.23
DRG698,RIDALDothan,8106.4
DRG698,RIDALBirmingham,7869.83
DRG698,RIDALMontgomery,9807.84
DRG698,RIDALMontgomery,7486.95
DRG698,RIDALBirmingham,7578.31
DRG698,RIDALBirmingham,10758.85
DRG698,RIDALBirmingham,6955.41
DRG698,RIDALHuntsville,8609.17
DRG698,RIDALBirmingham,7372.46
DRG698,RIDALHuntsville,7488.11
DRG699,RIDFLOrlando,5987.28
DRG811,RIDMDSalisbury,6788
DRG699,RIDALDothan,4912.17
DRG699,RIDALBirmingham,4842.36
DRG699,RIDALMontgomery,5586.15
DRG699,RIDALMontgomery,4739.06
DRG699,RIDALBirmingham,6008.92
DRG699,RIDALBirmingham,4083.58
DRG699,RIDALHuntsville,5313.75
DRG699,RIDALDothan,4601.33
DRG699,RIDALHuntsville,4770.54
DRG811,RIDFLMiami,7107.16
DRG811,RIDFLMiami,11321
DRG811,RIDGAMacon,8035.74
DRG812,RIDALDothan,3879.84
DRG812,RIDALBirmingham,3658.69
DRG812,RIDALBirmingham,3411.16
DRG812,RIDALDothan,3606.71
DRG812,RIDALMontgomery,4758.9
DRG812,RIDALBirmingham,3718
DRG812,RIDALHuntsville,3430.72
DRG812,RIDALBirmingham,3136.64
DRG812,RIDALBirmingham,3112.83
DRG812,RIDALMobile,4231.36
DRG853,RIDALDothan,25958.26
DRG853,RIDALBirmingham,32248.64
DRG853,RIDALMontgomery,32868
DRG853,RIDALMontgomery,30058.12
DRG853,RIDALBirmingham,28615.03
DRG853,RIDALBirmingham,44660.55
DRG853,RIDALHuntsville,31518.8
DRG853,RIDALBirmingham,31107.11
DRG853,RIDALBirmingham,26731.9
DRG853,RIDALBirmingham,38262.57
DRG885,RIDALHuntsville,4219.28
DRG885,RIDALTuscaloosa,4347.39
DRG870,RIDCASanDiego,47465.63
DRG870,RIDALDothan,32095.75
DRG870,RIDALMontgomery,36927.66
DRG870,RIDALMontgomery,32129.81
DRG870,RIDALBirmingham,27404.3
DRG870,RIDALBirmingham,45050.17
DRG870,RIDALHuntsville,33448.45
DRG870,RIDALBirmingham,31744.26
DRG870,RIDALBirmingham,31586.07
DRG870,RIDALBirmingham,35826.76
DRG885,RIDALBirmingham,4283.56
DRG885,RIDALMobile,4197.33
DRG885,RIDCASalinas,11872.9
DRG885,RIDCABakersfield,8052.61
DRG871,RIDALDothan,10400.51
DRG871,RIDALBirmingham,10082.13
DRG871,RIDALBirmingham,9506.4
DRG871,RIDALDothan,8980.27
DRG871,RIDALBirmingham,9030.69
DRG871,RIDALHuntsville,8761.49
DRG871,RIDALBirmingham,9634.7
DRG871,RIDALBirmingham,8171.14
DRG871,RIDALBirmingham,9883.31
DRG871,RIDALBirmingham,9547.66
DRG885,RIDDCWashington,11464.08
DRG885,RIDDCWashington,7117.04
DRG885,RIDDCWashington,7835.75
DRG885,RIDFLJacksonville,8083.53
DRG872,RIDALDothan,5426.4
DRG872,RIDALBirmingham,5513.5
DRG872,RIDALBirmingham,5191.66
DRG872,RIDALHuntsville,5056.66
DRG872,RIDALBirmingham,5101.04
DRG872,RIDALBirmingham,5209.54
DRG872,RIDALBirmingham,5398.43
DRG872,RIDALBirmingham,5617.15
DRG872,RIDALMontgomery,7046.15
DRG872,RIDALMontgomery,5468.95
DRG897,RIDALDothan,2924.82
DRG897,RIDALBirmingham,2492.64
DRG897,RIDALBirmingham,2780.66
DRG897,RIDALMontgomery,3248
DRG897,RIDALBirmingham,2808.07
DRG897,RIDALHuntsville,3074.6
DRG897,RIDALBirmingham,2577.42
DRG897,RIDALBirmingham,2781.76
DRG897,RIDALHuntsville,2350.9
DRG897,RIDALTuscaloosa,3079.85
DRG948,RIDHIHonolulu,3154.46
DRG948,RIDILEvanston,5217.53
DRG948,RIDILChicago,4982.2
DRG948,RIDINGary,3360.47
DRG948,RIDLAShreveport,3770.54
DRG948,RIDLAMonroe,3248.38
DRG917,RIDALBirmingham,6370.53
DRG917,RIDDCWashington,7637.27
DRG917,RIDALDothan,8718.53
DRG917,RIDALBirmingham,6984.9
DRG917,RIDALBirmingham,7735.63
DRG917,RIDALMontgomery,9125.69
DRG917,RIDALBirmingham,7594.33
DRG917,RIDALBirmingham,9795.96
DRG917,RIDALBirmingham,6462.92
DRG917,RIDALHuntsville,7949.57
DRG948,RIDAZPhoenix,4545.17
DRG948,RIDAZPhoenix,4248.26
DRG948,RIDCASacramento,4434.96
DRG948,RIDCAModesto,4321.36
DRG918,RIDALDothan,2619.23
DRG918,RIDALBirmingham,2653.68
DRG918,RIDALBirmingham,2574.4
DRG918,RIDALHuntsville,2642.6
DRG918,RIDALBirmingham,2374
DRG918,RIDALBirmingham,2570.8
DRG918,RIDALBirmingham,2344.33
DRG918,RIDALMontgomery,3446
DRG918,RIDALBirmingham,2658.31
DRG918,RIDALBirmingham,3648.17
