@relation 'test_set-weka.filters.unsupervised.attribute.Remove-R2,4-6'

@attribute class {DRG039,DRG057,DRG064,DRG065,DRG069,DRG066,DRG074,DRG101,DRG149,DRG176,DRG177,DRG178,DRG189,DRG190,DRG193,DRG191,DRG192,DRG194,DRG195,DRG202,DRG203,DRG207,DRG208,DRG238,DRG243,DRG291,DRG244,DRG246,DRG247,DRG249,DRG251,DRG252,DRG253,DRG254,DRG280,DRG281,DRG282,DRG286,DRG287,DRG292,DRG293,DRG300,DRG301,DRG303,DRG305,DRG308,DRG309,DRG310,DRG312,DRG313,DRG314,DRG315,DRG329,DRG330,DRG372,DRG377,DRG378,DRG379,DRG389,DRG390,DRG391,DRG392,DRG394,DRG418,DRG419,DRG439,DRG460,DRG469,DRG470,DRG473,DRG480,DRG481,DRG482,DRG491,DRG536,DRG552,DRG563,DRG602,DRG603,DRG638,DRG640,DRG641,DRG682,DRG683,DRG684,DRG689,DRG690,DRG698,DRG699,DRG811,DRG812,DRG853,DRG870,DRG871,DRG885,DRG872,DRG897,DRG917,DRG948,DRG918}
@attribute providerRegionDescription {RIDALDothan,RIDALBirmingham,RIDALMobile,RIDALHuntsville,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZSunCity,RIDAZMesa,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARJonesboro,RIDMOSpringfield,RIDARFortSmith,RIDCARedding,RIDCASanMateoCounty,RIDCANapa,RIDCASacramento,RIDCASanDiego,RIDCABakersfield,RIDCAChico,RIDCALosAngeles,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCAFresno,RIDCASantaBarbara,RIDCASantaRosa,RIDCAModesto,RIDCAContraCostaCounty,RIDCASanLuisObispo,RIDCAPalmSprings/RanchoM,RIDCASanBernardino,RIDCAAlamedaCounty,RIDCASanFrancisco,RIDCASanJose,RIDCASalinas,RIDALMontgomery,RIDFLPensacola,RIDTNMemphis,RIDCOGreeley,RIDPAErie,RIDCASantaCruz,RIDCODenver,RIDCOFortCollins,RIDCOPueblo,RIDCOColoradoSprings,RIDCTNewHaven,RIDCTHartford,RIDARTexarkana,RIDGARome,RIDMSTupelo,RIDGAColumbus,RIDNHLebanon,RIDNYSyracuse,RIDNCAsheville,RIDOHAkron,RIDOKTulsa,RIDPAYork,RIDPAHarrisburg,RIDTXHouston,RIDTXDallas,RIDTXWaco,RIDFLOrlando,RIDMIKalamazoo,RIDMSJackson,RIDMOSt.Louis,RIDMEPortland,RIDNHManchester,RIDNJCamden,RIDNYBuffalo,RIDNJHackensack,RIDNCGreenville,RIDNDBismarck,RIDNDMinot,RIDOHToledo,RIDOHElyria,RIDTNJackson,RIDVAArlington,RIDVANorfolk,RIDVARoanoke,RIDWVCharleston,RIDWIMadison,RIDWIWausau,RIDWIGreenBay,RIDFLSarasota,RIDFLMiami,RIDNMAlbuquerque,RIDCOBoulder,RIDCTBridgeport,RIDCOGrandJunction,RIDMSMeridian,RIDFLTampa,RIDFLOrmondBeach,RIDFLFortLauderdale,RIDGAAtlanta,RIDGASavannah,RIDUTSaltLakeCity,RIDWASpokane,RIDMIDetroit,RIDFLFortMyers,RIDILSpringfield,RIDILBlueIsland,RIDILChicago,RIDDCWashington,RIDDEWilmington,RIDFLClearwater,RIDGAMacon,RIDHIHonolulu}
@attribute averageMedicarePayments numeric

@data
DRG244,RIDAKAnchorage,16565.38
DRG244,RIDAZPhoenix,14590.77
DRG244,RIDAZTucson,12745.57
DRG244,RIDAZTucson,11372.9
DRG244,RIDAZPhoenix,14330.48
DRG244,RIDAZPhoenix,12840.05
DRG244,RIDAZPhoenix,12385
DRG244,RIDAZPhoenix,13253.08
DRG244,RIDAZPhoenix,19001.33
DRG244,RIDAZPhoenix,16244.5
DRG244,RIDAZPhoenix,12957.63
DRG244,RIDAZPhoenix,11370.1
DRG244,RIDAZSunCity,10654.24
DRG244,RIDAZMesa,12804.71
DRG244,RIDAZPhoenix,12199.72
DRG244,RIDAZTucson,10706.58
DRG244,RIDAZPhoenix,11163.76
DRG244,RIDAZPhoenix,12338.08
DRG244,RIDAZPhoenix,11204.06
DRG244,RIDAZSunCity,10566.15
DRG244,RIDAZTucson,9638.43
DRG244,RIDNVLasVegas,12848.75
DRG244,RIDAZPhoenix,13001.66
DRG244,RIDAZMesa,10729.72
DRG244,RIDAZTucson,10031.58
DRG244,RIDAZMesa,11139.61
DRG244,RIDAZMesa,12725.91
DRG244,RIDARSpringdale,10302.45
DRG244,RIDARLittleRock,10820.37
DRG244,RIDARSpringdale,9920
DRG244,RIDARLittleRock,10059.84
DRG244,RIDARJonesboro,11360.13
DRG244,RIDARSpringdale,10421.1
DRG244,RIDARLittleRock,10660.33
DRG244,RIDMOSpringfield,9847.05
DRG244,RIDARLittleRock,10066.63
DRG244,RIDARLittleRock,10141.47
DRG244,RIDARFortSmith,11349.26
DRG244,RIDARFortSmith,8520
DRG244,RIDARLittleRock,11362.33
DRG244,RIDARLittleRock,10692.82
DRG244,RIDARJonesboro,10126
DRG244,RIDARLittleRock,9285.42
DRG244,RIDCARedding,15165.81
DRG244,RIDCANapa,15947.47
DRG244,RIDCASacramento,15703.72
DRG244,RIDCASanBernardino,15656.58
DRG244,RIDCASanDiego,19778.59
DRG244,RIDCASanDiego,14086.27
DRG244,RIDCABakersfield,13752.11
DRG244,RIDCAChico,13106.93
DRG244,RIDCAAlamedaCounty,19713.78
DRG244,RIDCALosAngeles,16447
DRG244,RIDCABakersfield,14385.2
DRG244,RIDCAFresno,18762.88
DRG244,RIDCAOrangeCounty,13461.15
DRG244,RIDCASanDiego,15962.33
DRG244,RIDCAVentura,14898.52
DRG244,RIDCAStockton,16334.72
DRG244,RIDCAFresno,13620
DRG244,RIDCASantaBarbara,15004.21
DRG244,RIDCASacramento,16808.72
DRG244,RIDCASanDiego,13408.84
DRG244,RIDCALosAngeles,15185.66
DRG244,RIDCAFresno,14766.15
DRG244,RIDCASanDiego,13989.23
DRG244,RIDCASanBernardino,15946.93
DRG244,RIDCASacramento,14769.07
DRG244,RIDCASalinas,16093.81
DRG244,RIDCAOrangeCounty,12373.88
DRG244,RIDCASantaRosa,16459.73
DRG244,RIDCAModesto,14651.08
DRG244,RIDCAContraCostaCounty,15530.27
DRG244,RIDCAAlamedaCounty,19104.25
DRG244,RIDCASanMateoCounty,15329.88
DRG244,RIDCALosAngeles,13851.66
DRG244,RIDCASanDiego,14366.75
DRG244,RIDCAOrangeCounty,12031.8
DRG244,RIDCAChico,13204.75
DRG244,RIDCAOrangeCounty,14382.38
DRG291,RIDMOSt.Louis,7281.86
DRG291,RIDMEPortland,7825.12
DRG291,RIDNHManchester,8202.66
DRG291,RIDMEPortland,8006.06
DRG291,RIDNHLebanon,8982.75
DRG246,RIDALMobile,15462.63
DRG246,RIDALTuscaloosa,18255.54
DRG246,RIDALMobile,14782.6
DRG246,RIDALBirmingham,17443.43
DRG246,RIDALMobile,15676.12
DRG246,RIDALBirmingham,20813.15
DRG246,RIDALBirmingham,15676.46
DRG246,RIDAKAnchorage,29916.72
DRG246,RIDAZPhoenix,23937.78
DRG246,RIDAZTucson,20372.47
DRG246,RIDAZTucson,18373.09
DRG246,RIDAZPhoenix,22489.91
DRG246,RIDAZPhoenix,22027.86
DRG246,RIDAZPhoenix,19585.16
DRG246,RIDAZPhoenix,32489.66
DRG246,RIDAZPhoenix,25690.16
DRG246,RIDAZPhoenix,22465.46
DRG246,RIDAZMesa,19507.4
DRG246,RIDAZPhoenix,21895.46
DRG246,RIDAZPhoenix,21700.35
DRG246,RIDAZSunCity,17553.48
DRG246,RIDAZTucson,29789.16
DRG246,RIDAZMesa,22927.16
DRG246,RIDAZTucson,16593.83
DRG246,RIDCTHartford,26606.94
DRG246,RIDAZPhoenix,17738.22
DRG246,RIDAZPhoenix,18614.05
DRG246,RIDAZPhoenix,18815.17
DRG246,RIDAZSunCity,18200.64
DRG246,RIDAZTucson,16289.52
DRG246,RIDNVLasVegas,20308.72
DRG246,RIDAZPhoenix,20476.85
DRG246,RIDAZMesa,15692.88
DRG246,RIDAZPhoenix,20344.26
DRG246,RIDAZPhoenix,20202
DRG246,RIDAZMesa,19854
DRG246,RIDAZMesa,19243.07
DRG246,RIDAZMesa,19432.59
DRG246,RIDARSpringdale,19007.08
DRG246,RIDARLittleRock,18041.35
DRG246,RIDARLittleRock,17150.75
DRG246,RIDARJonesboro,17683.44
DRG246,RIDARSpringdale,20766.65
DRG246,RIDARLittleRock,17121
DRG246,RIDARLittleRock,15049.88
DRG246,RIDARJonesboro,17893.94
DRG246,RIDARFortSmith,18873.23
DRG246,RIDARFortSmith,15773.83
DRG246,RIDARLittleRock,17708.64
DRG246,RIDARLittleRock,17469.13
DRG246,RIDARLittleRock,17876.13
DRG246,RIDARJonesboro,14113.77
DRG246,RIDARLittleRock,18126.92
DRG246,RIDARLittleRock,14907.25
DRG246,RIDCAAlamedaCounty,34487.33
DRG246,RIDCARedding,24275.4
DRG246,RIDCANapa,24625.63
DRG246,RIDCANapa,28741.26
DRG246,RIDCASacramento,24644.83
DRG246,RIDCASanBernardino,29572.83
DRG246,RIDCASanDiego,32839.4
DRG246,RIDCASanDiego,23725.56
DRG246,RIDCABakersfield,23671
DRG246,RIDCAChico,22406.9
DRG246,RIDCAAlamedaCounty,32163.06
DRG246,RIDCASanFrancisco,37616.66
DRG246,RIDCABakersfield,23532.28
DRG246,RIDCAFresno,30425.82
DRG246,RIDCAOrangeCounty,22369.58
DRG246,RIDCASanFrancisco,24990.16
DRG246,RIDCASanDiego,26839.65
DRG246,RIDCAStockton,25934.54
DRG246,RIDCAFresno,23102.37
DRG246,RIDCASanDiego,22871.05
DRG246,RIDCALosAngeles,34753.26
DRG246,RIDCALosAngeles,33956.63
DRG246,RIDCASantaBarbara,23446.16
DRG246,RIDCASacramento,25654.66
DRG246,RIDCASanDiego,18740.5
DRG246,RIDCALosAngeles,27492.7
DRG246,RIDCASanJose,37496.13
DRG246,RIDCALosAngeles,31522.85
DRG246,RIDCASanBernardino,25800.31
DRG246,RIDCASalinas,33569.57
DRG246,RIDCASanJose,33972.95
DRG246,RIDCAOrangeCounty,24028.79
DRG246,RIDCALosAngeles,21392
DRG246,RIDCAAlamedaCounty,33862
DRG246,RIDCASanDiego,25066.33
DRG291,RIDNHManchester,8111.95
DRG247,RIDALBirmingham,8595.25
DRG247,RIDALHuntsville,9985.47
DRG247,RIDALBirmingham,8073.45
DRG247,RIDALBirmingham,9332.84
DRG247,RIDALDothan,9046.68
DRG247,RIDALBirmingham,8914.12
DRG247,RIDALBirmingham,9649.88
DRG247,RIDALBirmingham,10225.33
DRG247,RIDALMobile,8742.52
DRG247,RIDALTuscaloosa,10667.92
DRG247,RIDALMobile,8533.19
DRG247,RIDALBirmingham,10549.12
DRG247,RIDALBirmingham,10136.34
DRG247,RIDALBirmingham,12695.21
DRG247,RIDALHuntsville,8268.44
DRG247,RIDALBirmingham,8779.3
DRG247,RIDALMobile,8391.17
DRG247,RIDAKAnchorage,15356.8
DRG247,RIDAKAnchorage,20768.4
DRG247,RIDAKAnchorage,26344.54
DRG247,RIDAKAnchorage,13713.77
DRG247,RIDAZPhoenix,13100.77
DRG247,RIDAZTucson,12553.79
DRG247,RIDAZPhoenix,16062.05
DRG247,RIDAZTucson,10174.57
DRG247,RIDAZTucson,9930.25
DRG247,RIDAZPhoenix,12232.93
DRG247,RIDAZPhoenix,12256.18
DRG247,RIDAZPhoenix,10128.19
DRG247,RIDAZPhoenix,18461
DRG247,RIDAZPhoenix,15089.73
DRG247,RIDAZPhoenix,13081.95
DRG247,RIDAZMesa,11198.16
DRG247,RIDAZPhoenix,12780.15
DRG247,RIDAZPhoenix,9811.36
DRG247,RIDAZPhoenix,12682.48
DRG247,RIDAZSunCity,10191.03
DRG247,RIDAZTucson,16350.93
DRG247,RIDAZMesa,10991.48
DRG247,RIDAZPhoenix,17222.08
DRG247,RIDAZPhoenix,12300.15
DRG247,RIDAZTucson,10651.85
DRG247,RIDAZPhoenix,9680.98
DRG247,RIDAZPhoenix,11400.52
DRG247,RIDAZPhoenix,10836.29
DRG247,RIDAZSunCity,10683.66
DRG247,RIDAZPhoenix,10425.71
DRG247,RIDAZTucson,9732.78
DRG247,RIDNVLasVegas,11518.88
DRG247,RIDAZPhoenix,11100.96
DRG247,RIDAZMesa,9567.98
DRG247,RIDAZPhoenix,10942.67
DRG247,RIDAZTucson,15999.88
DRG247,RIDAZTucson,9818.54
DRG247,RIDAZPhoenix,11529.38
DRG247,RIDNVLasVegas,10413.78
DRG247,RIDAZMesa,10823.58
DRG247,RIDAZMesa,11550.03
DRG247,RIDAZMesa,11104.51
DRG247,RIDAZPhoenix,8792.46
DRG247,RIDARSpringdale,8917.29
DRG247,RIDARLittleRock,9715.68
DRG247,RIDARSpringdale,9114.87
DRG247,RIDARLittleRock,9926.64
DRG247,RIDARJonesboro,10908.73
DRG247,RIDARSpringdale,10790.03
DRG247,RIDARLittleRock,9652.48
DRG247,RIDMOSpringfield,9213.37
DRG247,RIDARLittleRock,9842.73
DRG247,RIDARLittleRock,9145.38
DRG247,RIDARJonesboro,9873.12
DRG247,RIDARFortSmith,10243.76
DRG247,RIDARFortSmith,8701.9
DRG247,RIDARLittleRock,11489.6
DRG247,RIDARLittleRock,9727.78
DRG247,RIDARLittleRock,9489.18
DRG247,RIDARLittleRock,10361.79
DRG247,RIDARLittleRock,9582.79
DRG247,RIDARJonesboro,9510.44
DRG247,RIDARLittleRock,10287.02
DRG247,RIDARLittleRock,8797.01
DRG247,RIDCAAlamedaCounty,20698.57
DRG247,RIDCARedding,13581.41
DRG247,RIDCASanMateoCounty,10557.08
DRG247,RIDCANapa,14394.26
DRG247,RIDCANapa,17343.77
DRG247,RIDCASacramento,14566.65
DRG247,RIDCASanBernardino,14435.16
DRG247,RIDCASanDiego,19174.03
DRG291,RIDNHManchester,8137.68
DRG291,RIDNJCamden,8309.4
DRG291,RIDNJCamden,8191.8
DRG291,RIDNYBuffalo,7568.97
DRG291,RIDNJHackensack,10954.64
DRG291,RIDNCGreenville,7518.69
DRG291,RIDNDBismarck,8012.56
DRG249,RIDALDothan,8204.3
DRG249,RIDALBirmingham,8028.84
DRG249,RIDALMobile,8302.35
DRG249,RIDALTuscaloosa,9220.56
DRG249,RIDALMobile,7955.05
DRG249,RIDALBirmingham,9374.1
DRG249,RIDALBirmingham,8514.82
DRG249,RIDALMobile,7932.41
DRG249,RIDALBirmingham,11454
DRG249,RIDALBirmingham,8138.7
DRG249,RIDAZPhoenix,12011.18
DRG249,RIDAZTucson,11214.74
DRG249,RIDAZPhoenix,14771.9
DRG249,RIDAZTucson,10197.81
DRG249,RIDAZTucson,9001.3
DRG249,RIDAZPhoenix,11188.84
DRG249,RIDAZPhoenix,11068.57
DRG249,RIDAZPhoenix,11473.57
DRG249,RIDAZMesa,10687.85
DRG249,RIDAZSunCity,9298.6
DRG249,RIDAZMesa,10522.48
DRG249,RIDAZTucson,9533.31
DRG249,RIDAZPhoenix,10367.64
DRG249,RIDAZSunCity,9503.26
DRG249,RIDAZTucson,8754.57
DRG249,RIDAZPhoenix,10150.4
DRG249,RIDAZMesa,8899.68
DRG249,RIDAZTucson,8560.92
DRG249,RIDAZMesa,10203.09
DRG249,RIDARSpringdale,8424.5
DRG249,RIDARLittleRock,9063.19
DRG249,RIDARSpringdale,7349.61
DRG249,RIDARLittleRock,8473.23
DRG249,RIDARLittleRock,12619.83
DRG249,RIDARSpringdale,9668.11
DRG249,RIDARLittleRock,8568.22
DRG249,RIDMOSpringfield,8506.72
DRG249,RIDARLittleRock,8671.53
DRG249,RIDARFortSmith,8848.78
DRG249,RIDARFortSmith,8422.45
DRG249,RIDARLittleRock,9155.28
DRG249,RIDARLittleRock,8625.75
DRG249,RIDARLittleRock,9364.58
DRG249,RIDARLittleRock,7853.62
DRG249,RIDCARedding,13133.33
DRG249,RIDCASanMateoCounty,12649
DRG249,RIDCASacramento,12373.35
DRG249,RIDCASanBernardino,13664.66
DRG249,RIDCASanDiego,17521.39
DRG249,RIDCASanDiego,12057.63
DRG249,RIDCABakersfield,12754.41
DRG249,RIDCAChico,11279.2
DRG249,RIDCAAlamedaCounty,16814.05
DRG249,RIDCASanFrancisco,16853.63
DRG249,RIDCAFresno,15071.24
DRG249,RIDCASanDiego,14398.32
DRG249,RIDCASanFrancisco,15832.72
DRG249,RIDCAVentura,11525.2
DRG249,RIDCAStockton,14119.59
DRG249,RIDCAFresno,11468.58
DRG249,RIDCASanBernardino,9849.64
DRG249,RIDCASacramento,14588.92
DRG249,RIDCASanDiego,11420
DRG249,RIDCASanBernardino,13616.11
DRG249,RIDCASalinas,11771.83
DRG249,RIDCASantaRosa,14642.84
DRG249,RIDCASanDiego,11906.33
DRG249,RIDCALosAngeles,15646.38
DRG249,RIDCASanLuisObispo,11060.8
DRG249,RIDCALosAngeles,11849.92
DRG249,RIDCALosAngeles,12678.6
DRG249,RIDCALosAngeles,15843.84
DRG249,RIDCASantaCruz,14726.31
DRG249,RIDCARedding,13737.05
DRG249,RIDCALosAngeles,10951.35
DRG249,RIDCASanBernardino,11697.69
DRG249,RIDCASacramento,11295.38
DRG249,RIDCASanBernardino,17149.72
DRG249,RIDCAOrangeCounty,18225.92
DRG249,RIDCASanFrancisco,14410.52
DRG249,RIDCAVentura,10626.34
DRG249,RIDCASantaBarbara,12056.43
DRG249,RIDCASanDiego,11655.05
DRG249,RIDCALosAngeles,12836.07
DRG249,RIDCASanMateoCounty,20544.84
DRG249,RIDCASanFrancisco,22030.8
DRG249,RIDCABakersfield,11369.22
DRG249,RIDCAModesto,14537.07
DRG249,RIDCALosAngeles,9305.33
DRG251,RIDALBirmingham,9868.54
DRG251,RIDALBirmingham,10470.96
DRG251,RIDALMobile,8577.63
DRG251,RIDALBirmingham,6834.66
DRG251,RIDAKAnchorage,15536.03
DRG251,RIDAZPhoenix,12882.04
DRG251,RIDAZTucson,11324.03
DRG251,RIDAZPhoenix,10781.82
DRG251,RIDAZPhoenix,13143.46
DRG251,RIDAZPhoenix,12638.85
DRG251,RIDAZMesa,9081.33
DRG251,RIDAZPhoenix,8794.23
DRG251,RIDAZSunCity,9678.54
DRG251,RIDAZTucson,15198.7
DRG251,RIDAZMesa,11573
DRG251,RIDAZPhoenix,10156.97
DRG251,RIDAZPhoenix,11317.3
DRG251,RIDAZPhoenix,10227.77
DRG251,RIDAZTucson,8971.59
DRG251,RIDAZPhoenix,11221.46
DRG251,RIDAZMesa,9493.01
DRG251,RIDAZMesa,9205.66
DRG251,RIDAZMesa,11252
DRG251,RIDARSpringdale,8806.46
DRG251,RIDARLittleRock,9543.05
DRG251,RIDARSpringdale,7711.14
DRG251,RIDARLittleRock,9208.27
DRG251,RIDARLittleRock,8467.15
DRG251,RIDARLittleRock,8485.15
DRG251,RIDARLittleRock,8525.68
DRG251,RIDARLittleRock,8081.16
DRG251,RIDCANapa,14042.08
DRG251,RIDCANapa,18276.46
DRG251,RIDCASacramento,13912.94
DRG251,RIDCASanBernardino,12833.05
DRG251,RIDCASanDiego,17456.81
DRG251,RIDCASanDiego,12497.35
DRG251,RIDCAChico,11370.35
DRG251,RIDCAAlamedaCounty,16162.64
DRG251,RIDCASanFrancisco,17906.75
DRG251,RIDCALosAngeles,13171.69
DRG251,RIDCABakersfield,13081.37
DRG251,RIDCALosAngeles,15473.17
DRG251,RIDCAFresno,16368.93
DRG251,RIDCAVentura,13127.18
DRG251,RIDCAFresno,11639.6
DRG251,RIDCALosAngeles,19135.83
DRG251,RIDCASacramento,14082.11
DRG251,RIDCASanJose,18607.58
DRG251,RIDCASanBernardino,14020.96
DRG251,RIDCASalinas,13222.83
DRG251,RIDCAOrangeCounty,11913.82
DRG251,RIDCASantaRosa,16064.25
DRG251,RIDCASanMateoCounty,12626.25
DRG251,RIDCASanDiego,13345.53
DRG251,RIDCAOrangeCounty,10344.84
DRG251,RIDCAOrangeCounty,11397.71
DRG251,RIDCALosAngeles,12600.17
DRG251,RIDCALosAngeles,11353.53
DRG251,RIDCALosAngeles,16091.79
DRG251,RIDCALosAngeles,22941.12
DRG251,RIDCALosAngeles,10426.39
DRG251,RIDCASantaRosa,17639.41
DRG251,RIDCAAlamedaCounty,16502.63
DRG251,RIDCASanJose,13788.46
DRG251,RIDCASanDiego,10119.6
DRG251,RIDCASalinas,15555.65
DRG251,RIDCALosAngeles,11354.26
DRG251,RIDCALosAngeles,12191.88
DRG251,RIDCASanFrancisco,13504.47
DRG251,RIDCASanJose,14445.75
DRG251,RIDCAVentura,11350.5
DRG251,RIDCASantaBarbara,12228.33
DRG251,RIDCASanDiego,11831.04
DRG251,RIDCALosAngeles,12534.48
DRG251,RIDCASanMateoCounty,24400.55
DRG251,RIDCASanFrancisco,22831.52
DRG251,RIDCABakersfield,12765.46
DRG251,RIDCAModesto,13864.85
DRG251,RIDCALosAngeles,15903.75
DRG251,RIDCALosAngeles,11350
DRG251,RIDCAVentura,11724.81
DRG251,RIDCAOrangeCounty,10909.39
DRG251,RIDCAPalmSprings/RanchoM,8858.15
DRG251,RIDCASacramento,19548.41
DRG251,RIDCAOrangeCounty,11216.62
DRG251,RIDCALosAngeles,16090.91
DRG251,RIDCABakersfield,10956.16
DRG251,RIDCALosAngeles,14760.17
DRG252,RIDALMontgomery,18477.35
DRG252,RIDALMontgomery,15511.44
DRG252,RIDALBirmingham,15628.42
DRG252,RIDALBirmingham,23595.24
DRG252,RIDALHuntsville,21003.92
DRG252,RIDALDothan,13654.9
DRG252,RIDALBirmingham,15013.76
DRG252,RIDALBirmingham,15350.03
DRG252,RIDALMobile,23338.63
DRG252,RIDALMobile,15220.9
DRG252,RIDALTuscaloosa,17167.98
DRG252,RIDALBirmingham,17717.63
DRG252,RIDALBirmingham,18511.86
DRG252,RIDALMobile,14764.65
DRG252,RIDALBirmingham,14368.4
DRG252,RIDALMontgomery,15685.45
DRG252,RIDAKAnchorage,29145
DRG252,RIDAZPhoenix,22924.39
DRG252,RIDAZTucson,20052.96
DRG252,RIDAZPhoenix,24531.38
DRG252,RIDAZTucson,17442
DRG252,RIDAZPhoenix,30082
DRG252,RIDAZPhoenix,24688.21
DRG252,RIDAZPhoenix,20585.84
DRG252,RIDAZMesa,19322.44
DRG252,RIDAZPhoenix,20257.45
DRG252,RIDAZSunCity,16602.85
DRG252,RIDAZTucson,24473.15
DRG252,RIDAZMesa,21827.97
DRG252,RIDAZPhoenix,18155.45
DRG252,RIDAZMesa,16999.93
DRG252,RIDAZPhoenix,19482.72
DRG252,RIDAZSunCity,17539.64
DRG252,RIDAZPhoenix,21473
DRG252,RIDAZMesa,16378.18
DRG252,RIDAZPhoenix,20218.61
DRG252,RIDAZMesa,21028.57
DRG252,RIDARSpringdale,15475.72
DRG252,RIDARLittleRock,19919.11
DRG252,RIDARLittleRock,20945.04
DRG252,RIDARJonesboro,17339.57
DRG252,RIDARSpringdale,14648.11
DRG252,RIDARLittleRock,15805.75
DRG252,RIDMOSpringfield,14806
DRG252,RIDARLittleRock,15900.36
DRG252,RIDARFortSmith,16016.41
DRG252,RIDARLittleRock,18398.24
DRG252,RIDARLittleRock,16444.95
DRG252,RIDARLittleRock,16583.22
DRG252,RIDARLittleRock,13209.67
DRG252,RIDCASanMateoCounty,23365.73
DRG252,RIDCANapa,25607
DRG252,RIDCANapa,28397.07
DRG252,RIDCASacramento,23634.56
DRG252,RIDCASanBernardino,24556.87
DRG252,RIDCASanDiego,30969
DRG252,RIDCASanDiego,21459.18
DRG252,RIDCABakersfield,21570.28
DRG252,RIDCAChico,20971.91
DRG252,RIDCAAlamedaCounty,29631.75
DRG252,RIDCASanFrancisco,38999.3
DRG252,RIDCALosAngeles,23005.32
DRG252,RIDCABakersfield,24073.58
DRG252,RIDCALosAngeles,33518.07
DRG252,RIDCAFresno,27298.52
DRG252,RIDCALosAngeles,33306.2
DRG252,RIDCAOrangeCounty,22846.4
DRG252,RIDCASanDiego,25503.26
DRG252,RIDCAVentura,22547.56
DRG252,RIDCAStockton,24602.75
DRG252,RIDCAFresno,24884.13
DRG252,RIDCASanBernardino,20156.87
DRG252,RIDCASanDiego,25890.07
DRG252,RIDCALosAngeles,32654.32
DRG252,RIDCALosAngeles,31539.92
DRG252,RIDCASacramento,27345.56
DRG252,RIDCASanDiego,21180.77
DRG252,RIDCALosAngeles,24238.75
DRG252,RIDCASanJose,33515.75
DRG252,RIDCALosAngeles,27043.94
DRG252,RIDCASanDiego,28255.5
DRG252,RIDCASanBernardino,24770.69
DRG252,RIDCASacramento,27131.84
DRG252,RIDCASalinas,28985.76
DRG252,RIDCALosAngeles,31608.42
DRG252,RIDCASanJose,31059.15
DRG252,RIDCALosAngeles,20348.21
DRG252,RIDCASantaRosa,26651.63
DRG252,RIDCAContraCostaCounty,25741.07
DRG291,RIDNDMinot,8189.42
DRG253,RIDALBirmingham,10967.57
DRG253,RIDALHuntsville,13388.73
DRG253,RIDALBirmingham,11738.72
DRG253,RIDALBirmingham,11972.05
DRG253,RIDALDothan,11843.57
DRG253,RIDALBirmingham,11235.03
DRG253,RIDALBirmingham,11607.12
DRG253,RIDALHuntsville,11406.54
DRG253,RIDALBirmingham,11978.23
DRG253,RIDALMobile,11796.44
DRG253,RIDALTuscaloosa,13601.71
DRG253,RIDALMobile,10898.23
DRG253,RIDALBirmingham,13513.13
DRG253,RIDALBirmingham,12606.86
DRG253,RIDALMobile,11518.4
DRG253,RIDALBirmingham,9957.7
DRG253,RIDALMobile,12124.83
DRG253,RIDAKAnchorage,20995.63
DRG253,RIDAZPhoenix,17414.21
DRG253,RIDAZTucson,15554.93
DRG253,RIDAZTucson,13925.96
DRG253,RIDAZPhoenix,16092.33
DRG253,RIDAZPhoenix,18194.36
DRG253,RIDAZPhoenix,17772.33
DRG253,RIDAZPhoenix,16509.47
DRG253,RIDAZMesa,14574
DRG253,RIDAZPhoenix,15091.52
DRG253,RIDAZSunCity,12950.04
DRG253,RIDAZTucson,22541.03
DRG253,RIDAZMesa,15480.7
DRG253,RIDAZPhoenix,12050.05
DRG253,RIDAZPhoenix,13786.6
DRG253,RIDAZSunCity,12920.32
DRG253,RIDAZPhoenix,14536.41
DRG253,RIDAZPhoenix,16391.74
DRG253,RIDAZMesa,12659.89
DRG253,RIDAZTucson,13084.83
DRG253,RIDAZMesa,15418.83
DRG253,RIDARSpringdale,12681.65
DRG253,RIDARLittleRock,13345.25
DRG253,RIDARSpringdale,13306.36
DRG253,RIDARLittleRock,12687.7
DRG253,RIDARLittleRock,16506.74
DRG253,RIDARJonesboro,13067.69
DRG253,RIDARSpringdale,14287.54
DRG253,RIDMOSpringfield,12212.04
DRG253,RIDARLittleRock,10680.85
DRG253,RIDARFortSmith,11701.8
DRG253,RIDARLittleRock,13586.31
DRG253,RIDARLittleRock,15117.61
DRG253,RIDARLittleRock,13089.69
DRG253,RIDARJonesboro,13847
DRG253,RIDARLittleRock,12880.16
DRG253,RIDARLittleRock,11431.84
DRG253,RIDCARedding,18404.82
DRG253,RIDCASanMateoCounty,17845.06
DRG253,RIDCANapa,24784.3
DRG253,RIDCANapa,22206.22
DRG253,RIDCASacramento,17706.57
DRG253,RIDCASanBernardino,16950
DRG253,RIDCASanDiego,26990.21
DRG253,RIDCASanDiego,16870.58
DRG253,RIDCABakersfield,19199.05
DRG253,RIDCAChico,15650.39
DRG253,RIDCAAlamedaCounty,25686.22
DRG253,RIDCASanFrancisco,22263.15
DRG253,RIDCALosAngeles,19268.53
DRG253,RIDCABakersfield,16173.8
DRG253,RIDCALosAngeles,22501.46
DRG253,RIDCALosAngeles,26186.63
DRG253,RIDCAOrangeCounty,14073.31
DRG253,RIDCASanDiego,20369.83
