@relation 'test_set-weka.filters.unsupervised.attribute.Remove-R2,4-6'

@attribute class {DRG039,DRG057,DRG064,DRG065,DRG069,DRG066,DRG074,DRG101,DRG149,DRG176,DRG177,DRG178,DRG189,DRG190,DRG193,DRG191,DRG192,DRG194,DRG195,DRG202,DRG203,DRG207,DRG208,DRG238,DRG243,DRG291,DRG244,DRG246,DRG247,DRG249,DRG251,DRG252,DRG253,DRG254,DRG280,DRG281,DRG282,DRG286,DRG287,DRG292,DRG293,DRG300,DRG301,DRG303,DRG305,DRG308,DRG309,DRG310,DRG312,DRG313,DRG314,DRG315,DRG329,DRG330,DRG372,DRG377,DRG378,DRG379,DRG389,DRG390,DRG391,DRG392,DRG394,DRG418,DRG419,DRG439,DRG460,DRG469,DRG470,DRG473,DRG480,DRG481,DRG482,DRG491,DRG536,DRG552,DRG563,DRG602,DRG603,DRG638,DRG640,DRG641,DRG682,DRG683,DRG684,DRG689,DRG690,DRG698,DRG699,DRG811,DRG812,DRG853,DRG870,DRG871,DRG885,DRG872,DRG897,DRG917,DRG948,DRG918}
@attribute providerRegionDescription {RIDALDothan,RIDALBirmingham,RIDALMobile,RIDALHuntsville,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZSunCity,RIDAZMesa,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARJonesboro,RIDMOSpringfield,RIDARFortSmith,RIDCARedding,RIDCASanMateoCounty,RIDCANapa,RIDCASacramento,RIDCASanDiego,RIDCABakersfield,RIDCAChico,RIDCALosAngeles,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCAFresno,RIDCASantaBarbara,RIDCASantaRosa,RIDCAModesto,RIDCAContraCostaCounty,RIDCASanLuisObispo,RIDCAPalmSprings/RanchoM,RIDCASanBernardino,RIDCAAlamedaCounty,RIDCASanFrancisco,RIDCASanJose,RIDCASalinas,RIDALMontgomery,RIDFLPensacola,RIDTNMemphis,RIDCOGreeley,RIDPAErie,RIDCASantaCruz,RIDCODenver,RIDCOFortCollins,RIDCOPueblo,RIDCOColoradoSprings,RIDCTNewHaven,RIDCTHartford,RIDARTexarkana,RIDGARome,RIDMSTupelo,RIDGAColumbus,RIDNHLebanon,RIDNYSyracuse,RIDNCAsheville,RIDOHAkron,RIDOKTulsa,RIDPAYork,RIDPAHarrisburg,RIDTXHouston,RIDTXDallas,RIDTXWaco,RIDFLOrlando,RIDMIKalamazoo,RIDMSJackson,RIDMOSt.Louis,RIDMEPortland,RIDNHManchester,RIDNJCamden,RIDNYBuffalo,RIDNJHackensack,RIDNCGreenville,RIDNDBismarck,RIDNDMinot,RIDOHToledo,RIDOHElyria,RIDTNJackson,RIDVAArlington,RIDVANorfolk,RIDVARoanoke,RIDWVCharleston,RIDWIMadison,RIDWIWausau,RIDWIGreenBay,RIDFLSarasota,RIDFLMiami,RIDNMAlbuquerque,RIDCOBoulder,RIDCTBridgeport,RIDCOGrandJunction,RIDMSMeridian,RIDFLTampa,RIDFLOrmondBeach,RIDFLFortLauderdale,RIDGAAtlanta,RIDGASavannah,RIDUTSaltLakeCity,RIDWASpokane,RIDMIDetroit,RIDFLFortMyers,RIDILSpringfield,RIDILBlueIsland,RIDILChicago,RIDDCWashington,RIDDEWilmington,RIDFLClearwater,RIDGAMacon,RIDHIHonolulu}
@attribute averageMedicarePayments numeric

@data
DRG329,RIDCASanFrancisco,57858.96
DRG329,RIDCALosAngeles,47193.3
DRG329,RIDCABakersfield,52776.1
DRG329,RIDCALosAngeles,49807.5
DRG329,RIDCAFresno,50190.75
DRG329,RIDCAOrangeCounty,37204.18
DRG330,RIDALHuntsville,13491.14
DRG330,RIDALBirmingham,12776.41
DRG330,RIDALBirmingham,12572.41
DRG330,RIDALDothan,11432.84
DRG330,RIDALBirmingham,11438.95
DRG330,RIDALBirmingham,12971.62
DRG330,RIDALBirmingham,12804.15
DRG330,RIDALHuntsville,13090.81
DRG330,RIDALMobile,10991.85
DRG330,RIDALHuntsville,12036.52
DRG330,RIDALMobile,17637.72
DRG330,RIDALBirmingham,13919.81
DRG330,RIDALMobile,13570.21
DRG330,RIDALTuscaloosa,14163.21
DRG330,RIDALMobile,11662.61
DRG330,RIDALBirmingham,14442.51
DRG330,RIDALBirmingham,12345.64
DRG330,RIDALMobile,11873.59
DRG330,RIDALBirmingham,12722.35
DRG330,RIDALHuntsville,12145.35
DRG330,RIDALBirmingham,11365.55
DRG330,RIDALMobile,11651.55
DRG330,RIDALMontgomery,14653.88
DRG330,RIDALBirmingham,11911
DRG330,RIDALBirmingham,14208.75
DRG330,RIDAKAnchorage,21156.31
DRG330,RIDAKAnchorage,26093.58
DRG330,RIDAKAnchorage,39687.38
DRG330,RIDAKAnchorage,17337.78
DRG330,RIDAKAnchorage,31294.76
DRG330,RIDAZPhoenix,17777.08
DRG330,RIDAZTucson,16359.4
DRG330,RIDAZPhoenix,22223.11
DRG330,RIDAZTucson,15449.14
DRG330,RIDAZTucson,14176.41
DRG330,RIDAZPhoenix,17288.47
DRG330,RIDAZPhoenix,16722.83
DRG330,RIDAZPhoenix,15130.1
DRG330,RIDAZPhoenix,16170.68
DRG330,RIDAZPhoenix,25879.93
DRG330,RIDAZPhoenix,18264.46
DRG330,RIDAZPhoenix,15822.83
DRG330,RIDAZMesa,15412.73
DRG330,RIDAZPhoenix,15732.23
DRG330,RIDAZTucson,19097.3
DRG330,RIDAZPhoenix,17576.28
DRG330,RIDAZSunCity,13110.39
DRG330,RIDAZPhoenix,20677.15
DRG330,RIDAZTucson,22756.25
DRG330,RIDAZMesa,15269.35
DRG330,RIDAZPhoenix,23107.58
DRG330,RIDAZPhoenix,16157.46
DRG330,RIDAZTucson,13936.81
DRG330,RIDAZPhoenix,13147.57
DRG330,RIDAZMesa,13478.14
DRG330,RIDAZPhoenix,15163.52
DRG330,RIDAZPhoenix,13077.64
DRG330,RIDAZSunCity,14036.22
DRG330,RIDAZPhoenix,14769.8
DRG330,RIDNVLasVegas,15628.88
DRG330,RIDAZPhoenix,18950.26
DRG330,RIDAZTucson,13095.63
DRG330,RIDAZMesa,13842.27
DRG330,RIDAZMesa,16557.27
DRG330,RIDAZMesa,14499.8
DRG330,RIDAZPhoenix,12077.95
DRG330,RIDARLittleRock,14983.63
DRG330,RIDARSpringdale,12577.76
DRG330,RIDARLittleRock,13716.73
DRG330,RIDARSpringdale,12035.71
DRG330,RIDARLittleRock,13460.5
DRG330,RIDARLittleRock,18191.6
DRG330,RIDARJonesboro,13849.02
DRG330,RIDARSpringdale,12603.57
DRG330,RIDARLittleRock,13722.87
DRG330,RIDMOSpringfield,12591.56
DRG330,RIDARLittleRock,14208.04
DRG330,RIDARLittleRock,12242.78
DRG330,RIDARLittleRock,14059.26
DRG330,RIDARFortSmith,12345.22
DRG330,RIDARFortSmith,13554.78
DRG330,RIDARLittleRock,15594.76
DRG330,RIDARLittleRock,13894.86
DRG330,RIDARLittleRock,14843.63
DRG330,RIDARLittleRock,14156.41
DRG330,RIDARLittleRock,13651.18
DRG330,RIDARJonesboro,14658.37
DRG330,RIDARLittleRock,13709.27
DRG330,RIDCARedding,19631.92
DRG372,RIDALBirmingham,7264.22
DRG372,RIDALHuntsville,6803.5
DRG372,RIDALHuntsville,5153.43
DRG372,RIDALBirmingham,6733
DRG372,RIDALMobile,6098.23
DRG372,RIDALTuscaloosa,7151.38
DRG372,RIDALMobile,5500.3
DRG372,RIDALBirmingham,6781.72
DRG372,RIDALMobile,5755.86
DRG372,RIDALHuntsville,5770.08
DRG372,RIDALBirmingham,6221.92
DRG372,RIDAZPhoenix,8447.38
DRG372,RIDAZTucson,8398.25
DRG372,RIDAZTucson,8107.35
DRG372,RIDAZTucson,7249.85
DRG372,RIDAZPhoenix,8089.8
DRG372,RIDAZPhoenix,8166
DRG372,RIDAZPhoenix,12425.37
DRG372,RIDAZPhoenix,10937
DRG372,RIDAZMesa,7319.1
DRG372,RIDAZPhoenix,7286.87
DRG372,RIDAZTucson,9461
DRG372,RIDAZPhoenix,8424.5
DRG372,RIDAZSunCity,6894.92
DRG372,RIDAZTucson,12345.89
DRG372,RIDAZMesa,7478.3
DRG372,RIDAZPhoenix,7893.36
DRG372,RIDAZTucson,7105
DRG372,RIDCAChico,7966.64
DRG372,RIDAZPhoenix,6429.7
DRG372,RIDAZMesa,7079.65
DRG372,RIDAZPhoenix,7295.94
DRG372,RIDAZSunCity,6975.14
DRG372,RIDAZPhoenix,8063.13
DRG372,RIDAZTucson,5994.27
DRG372,RIDAZPhoenix,7708.37
DRG372,RIDAZPhoenix,8017.15
DRG372,RIDAZMesa,7274.94
DRG372,RIDARSpringdale,6763.31
DRG372,RIDARLittleRock,6158
DRG372,RIDARLittleRock,8103.47
DRG372,RIDARJonesboro,7153.33
DRG372,RIDARSpringdale,5742.91
DRG372,RIDARLittleRock,6608.88
DRG372,RIDMOSpringfield,5942.11
DRG372,RIDARLittleRock,6487.29
DRG372,RIDARLittleRock,6560.36
DRG372,RIDARFortSmith,6504.93
DRG372,RIDARLittleRock,7199.09
DRG372,RIDARLittleRock,6444.42
DRG372,RIDCASanMateoCounty,9461.72
DRG372,RIDCANapa,10329.91
DRG372,RIDCASanBernardino,10245.18
DRG372,RIDCASanDiego,12674.5
DRG372,RIDCASanDiego,8011.78
DRG372,RIDCAChico,7635.29
DRG372,RIDCAAlamedaCounty,11431.88
DRG372,RIDCASanFrancisco,13817.68
DRG372,RIDCALosAngeles,10173.45
DRG372,RIDCABakersfield,9342.71
DRG372,RIDCAFresno,11357.42
DRG372,RIDCAOrangeCounty,7829.26
DRG372,RIDCASanDiego,11739.77
DRG372,RIDCAVentura,9066.64
DRG372,RIDCAStockton,10227.82
DRG372,RIDCAFresno,8275.11
DRG372,RIDCASanBernardino,7473.76
DRG372,RIDCASanDiego,9779.5
DRG372,RIDCASacramento,9698.73
DRG372,RIDCALosAngeles,9264.38
DRG372,RIDCALosAngeles,9811.53
DRG372,RIDCASanJose,14724.18
DRG372,RIDCASanDiego,7707.85
DRG372,RIDCASacramento,9320.4
DRG372,RIDCASalinas,9530.28
DRG372,RIDCASacramento,8369
DRG372,RIDCASanJose,11158.21
DRG372,RIDCAOrangeCounty,7096.54
DRG372,RIDCALosAngeles,8239.44
DRG372,RIDCASantaRosa,10968.81
DRG372,RIDCAModesto,9270.08
DRG372,RIDCAContraCostaCounty,10101.22
DRG372,RIDCAAlamedaCounty,12037.42
DRG372,RIDCASanDiego,9258.78
DRG372,RIDCAOrangeCounty,8039.16
DRG372,RIDCAChico,8050.56
DRG372,RIDCALosAngeles,11009.65
DRG372,RIDCASanLuisObispo,7591.36
DRG372,RIDCALosAngeles,8494.8
DRG377,RIDALBirmingham,8872.36
DRG377,RIDALBirmingham,9757.11
DRG377,RIDALBirmingham,8630.37
DRG377,RIDALBirmingham,8982.17
DRG377,RIDALMontgomery,11217.61
DRG377,RIDALMontgomery,9578.36
DRG377,RIDALBirmingham,8911.92
DRG377,RIDALBirmingham,10940.52
DRG377,RIDALBirmingham,8583.26
DRG377,RIDALBirmingham,8436.58
DRG377,RIDALBirmingham,8219.56
DRG377,RIDALDothan,8405.95
DRG377,RIDALBirmingham,8204.05
DRG377,RIDALBirmingham,8634.11
DRG377,RIDALHuntsville,8622.95
DRG377,RIDALBirmingham,9173.07
DRG377,RIDALMobile,8210.66
DRG377,RIDALTuscaloosa,9848.32
DRG377,RIDALBirmingham,9709.09
DRG377,RIDALBirmingham,15205.27
DRG377,RIDALMobile,8483.76
DRG377,RIDALBirmingham,8644.66
DRG377,RIDALBirmingham,10226.81
DRG377,RIDALHuntsville,8511.7
DRG377,RIDALBirmingham,8277.66
DRG377,RIDALMobile,7081.76
DRG377,RIDALMontgomery,9699.7
DRG377,RIDALBirmingham,9448.36
DRG377,RIDAKAnchorage,19628.55
DRG377,RIDAZPhoenix,13304.65
DRG377,RIDAZTucson,10783.33
DRG377,RIDAZTucson,10725.08
DRG377,RIDAZTucson,9242.89
DRG377,RIDAZPhoenix,11150.7
DRG377,RIDAZPhoenix,11572.48
DRG377,RIDAZPhoenix,10591.54
DRG377,RIDAZPhoenix,17361.46
DRG377,RIDAZPhoenix,12673.08
DRG377,RIDAZMesa,10682.31
DRG377,RIDAZPhoenix,10589.58
DRG377,RIDAZTucson,13110.18
DRG377,RIDAZPhoenix,11421.84
DRG377,RIDAZSunCity,9198.07
DRG377,RIDAZTucson,19420.71
DRG377,RIDAZMesa,12225.86
DRG377,RIDAZPhoenix,9283.84
DRG377,RIDAZTucson,9793.63
DRG377,RIDAZPhoenix,9052.16
DRG377,RIDAZMesa,9146.45
DRG377,RIDAZPhoenix,11140.09
DRG377,RIDAZPhoenix,10216.43
DRG377,RIDAZSunCity,10800.64
DRG377,RIDNVLasVegas,10285.58
DRG377,RIDAZPhoenix,10355.81
DRG377,RIDAZPhoenix,11662.5
DRG377,RIDAZMesa,10074.73
DRG377,RIDAZMesa,11227.9
DRG377,RIDARSpringdale,7794.21
DRG377,RIDARLittleRock,10703.65
DRG377,RIDARSpringdale,8388.22
DRG377,RIDARLittleRock,8950.08
DRG377,RIDARLittleRock,12697.5
DRG377,RIDARJonesboro,10104.03
DRG377,RIDARSpringdale,8869.69
DRG377,RIDARLittleRock,9033.08
DRG377,RIDMOSpringfield,8342.69
DRG377,RIDARLittleRock,9042.19
DRG377,RIDARLittleRock,8283.45
DRG377,RIDTNMemphis,12238.6
DRG377,RIDARFortSmith,10216
DRG377,RIDARFortSmith,8956.5
DRG377,RIDARLittleRock,10596.9
DRG377,RIDARLittleRock,9761.09
DRG377,RIDARLittleRock,8627.57
DRG377,RIDTNMemphis,9541.45
DRG377,RIDARLittleRock,9150
DRG377,RIDARLittleRock,9592.2
DRG377,RIDCAAlamedaCounty,20372
DRG377,RIDCASanMateoCounty,11702.21
DRG377,RIDCANapa,15329
DRG377,RIDCASacramento,12111
DRG377,RIDCALosAngeles,18520.29
DRG377,RIDCASanBernardino,13357.75
DRG377,RIDCASanDiego,13987.3
DRG377,RIDCASanDiego,18894.33
DRG377,RIDCASanDiego,12964.66
DRG377,RIDCAChico,12524.62
DRG377,RIDCABakersfield,12313.06
DRG377,RIDCASanJose,21722.66
DRG378,RIDALBirmingham,4841.04
DRG378,RIDALBirmingham,6842.28
DRG378,RIDALMontgomery,5191.53
DRG378,RIDALBirmingham,4637.69
DRG378,RIDFLPensacola,4645.75
DRG378,RIDALBirmingham,4511.26
DRG378,RIDALHuntsville,5223.99
DRG378,RIDALBirmingham,4462.02
DRG378,RIDALBirmingham,4498.76
DRG378,RIDALDothan,4197.15
DRG378,RIDALBirmingham,5260.16
DRG378,RIDALHuntsville,4669.59
DRG378,RIDALDothan,4457.24
DRG378,RIDALBirmingham,4399.81
DRG378,RIDALHuntsville,4741.28
DRG378,RIDALBirmingham,4978.37
DRG378,RIDALDothan,4712.36
DRG378,RIDALBirmingham,4671.33
DRG378,RIDALBirmingham,4792.41
DRG378,RIDALHuntsville,5100.72
DRG378,RIDALMobile,4399.82
DRG378,RIDALHuntsville,4647.73
DRG378,RIDALBirmingham,4400.47
DRG378,RIDALBirmingham,4895.9
DRG378,RIDALMobile,4180
DRG378,RIDALTuscaloosa,5358.72
DRG378,RIDALMobile,4218.09
DRG378,RIDALBirmingham,5212.54
DRG378,RIDALBirmingham,4941.71
DRG378,RIDALMontgomery,4328.5
DRG378,RIDALBirmingham,4110.78
DRG378,RIDALMobile,4612.05
DRG378,RIDALBirmingham,4821.83
DRG378,RIDALBirmingham,6248.89
DRG378,RIDALMobile,4775
DRG378,RIDALMontgomery,5139.83
DRG378,RIDALHuntsville,4538.35
DRG378,RIDALBirmingham,4395.21
DRG378,RIDALMobile,3996.93
DRG378,RIDALTuscaloosa,5710.45
DRG378,RIDALMontgomery,4876.15
DRG378,RIDALMontgomery,5271.42
DRG378,RIDALMontgomery,5279.63
DRG378,RIDALBirmingham,4674.28
DRG378,RIDALBirmingham,4867.71
DRG378,RIDALBirmingham,4795.56
DRG378,RIDAKAnchorage,8367.2
DRG378,RIDAKAnchorage,9070.25
DRG378,RIDAKAnchorage,9543.33
DRG378,RIDAKAnchorage,13012.22
DRG378,RIDAKAnchorage,6493.21
DRG378,RIDAKAnchorage,9521.16
DRG378,RIDAKAnchorage,11845.82
DRG378,RIDAZPhoenix,6708.65
DRG378,RIDAZTucson,6138.93
DRG378,RIDAZPhoenix,8080.14
DRG378,RIDAZTucson,5577.29
DRG378,RIDAZTucson,5146.07
DRG378,RIDAZPhoenix,6304.01
DRG378,RIDAZPhoenix,6051.44
DRG378,RIDAZPhoenix,5690.34
DRG378,RIDAZPhoenix,6072.95
DRG378,RIDAZPhoenix,9495.07
DRG378,RIDAZPhoenix,8216.72
DRG378,RIDAZPhoenix,6576.89
DRG378,RIDAZPhoenix,6205.93
DRG378,RIDAZMesa,5829.17
DRG378,RIDAZPhoenix,6534
DRG378,RIDAZPhoenix,5763.61
DRG378,RIDAZTucson,7274.55
DRG378,RIDAZPhoenix,6391.71
DRG378,RIDAZSunCity,5254.41
DRG378,RIDAZPhoenix,7820.25
DRG378,RIDAZTucson,9490.66
DRG378,RIDAZMesa,5895.67
DRG378,RIDAZPhoenix,5976.01
DRG378,RIDAZPhoenix,5802.42
DRG378,RIDAZTucson,5241.52
DRG378,RIDAZPhoenix,4630.63
DRG378,RIDAZMesa,5260.73
DRG378,RIDAZPhoenix,5846.63
DRG378,RIDAZPhoenix,5717
DRG378,RIDAZSunCity,5315.43
DRG378,RIDAZPhoenix,5459.54
DRG378,RIDNVLasVegas,6098.3
DRG378,RIDAZPhoenix,6592.04
DRG378,RIDAZPhoenix,6205.94
DRG378,RIDAZTucson,4443.84
DRG378,RIDAZPhoenix,6299.96
DRG379,RIDALBirmingham,2837.05
DRG379,RIDALBirmingham,2486.42
DRG379,RIDALDothan,2784.84
DRG379,RIDALHuntsville,2642.66
DRG379,RIDALBirmingham,2670.2
DRG379,RIDALBirmingham,3079
DRG379,RIDALDothan,3675
DRG379,RIDALBirmingham,2789.3
DRG379,RIDALMobile,2733.3
DRG379,RIDALBirmingham,2578.66
DRG379,RIDALMobile,2135
DRG379,RIDALTuscaloosa,3104.29
DRG379,RIDFLPensacola,3088.66
DRG379,RIDALBirmingham,4007.66
DRG379,RIDALBirmingham,3239.2
DRG379,RIDALBirmingham,3461.13
DRG379,RIDALBirmingham,2809.1
DRG379,RIDALMobile,2824.44
DRG379,RIDALBirmingham,3970.92
DRG379,RIDALMobile,3158
DRG379,RIDALHuntsville,2900.75
DRG379,RIDALBirmingham,2421
DRG379,RIDALMontgomery,3243.84
DRG379,RIDALBirmingham,2693.27
DRG379,RIDALBirmingham,2981.84
DRG379,RIDAKAnchorage,6373.57
DRG379,RIDAKAnchorage,8028.25
DRG379,RIDAZPhoenix,4359.58
DRG379,RIDAZTucson,3830.37
DRG379,RIDAZPhoenix,5292
DRG379,RIDAZTucson,3101.18
DRG379,RIDAZPhoenix,4136.04
DRG379,RIDAZPhoenix,3829.04
DRG379,RIDAZPhoenix,3541.7
DRG379,RIDAZPhoenix,6171
DRG379,RIDAZPhoenix,4209.68
DRG379,RIDAZSunCity,3129.55
DRG379,RIDAZTucson,6267.36
DRG379,RIDAZMesa,3695.04
DRG379,RIDAZPhoenix,3559.78
DRG379,RIDAZTucson,2902.07
DRG379,RIDAZMesa,3339.13
DRG379,RIDAZPhoenix,3176.11
DRG379,RIDAZSunCity,3300.81
DRG379,RIDNVLasVegas,4054.64
DRG379,RIDAZPhoenix,4172.12
DRG379,RIDAZMesa,3500.23
DRG379,RIDARSpringdale,3125.47
DRG379,RIDARLittleRock,2622.86
DRG379,RIDARSpringdale,2519.08
DRG379,RIDARLittleRock,3118.83
DRG379,RIDARLittleRock,4578.6
DRG379,RIDARSpringdale,3051.58
DRG379,RIDARJonesboro,3539.8
DRG379,RIDARSpringdale,2978
DRG379,RIDARLittleRock,3081.04
DRG379,RIDMOSpringfield,2828.57
DRG379,RIDARLittleRock,3038
DRG379,RIDARLittleRock,3052.54
DRG379,RIDARLittleRock,3130.8
DRG379,RIDTNMemphis,3688
DRG379,RIDARFortSmith,2482.66
DRG379,RIDARLittleRock,3326.27
DRG379,RIDARLittleRock,2968.26
DRG379,RIDARLittleRock,3199.64
DRG379,RIDARLittleRock,2908.02
DRG379,RIDARLittleRock,3709.63
DRG379,RIDCASacramento,4750.81
DRG379,RIDCALosAngeles,7280.53
DRG379,RIDCASanBernardino,4906.82
DRG379,RIDCASanDiego,4345.53
DRG379,RIDCAChico,4395.76
DRG379,RIDCABakersfield,4319.38
DRG379,RIDCAAlamedaCounty,6400.04
DRG379,RIDCASanDiego,5206.5
DRG379,RIDCALosAngeles,4881.38
DRG379,RIDCABakersfield,4594.86
DRG379,RIDCALosAngeles,5476.76
DRG379,RIDCAFresno,6041.93
DRG379,RIDCALosAngeles,7200.71
DRG379,RIDCAOrangeCounty,4226
DRG379,RIDCASanDiego,5217.41
DRG379,RIDCAVentura,4141.93
DRG379,RIDCAStockton,4861
DRG379,RIDCAFresno,4416.63
DRG379,RIDCASanBernardino,4020.61
DRG379,RIDCALosAngeles,6923.72
DRG379,RIDCASantaBarbara,4552.68
DRG379,RIDCALosAngeles,5848.25
DRG389,RIDALBirmingham,4238.78
DRG389,RIDALBirmingham,3770.12
DRG389,RIDALHuntsville,4563.19
DRG389,RIDALDothan,3737.56
DRG389,RIDALHuntsville,4193.33
DRG389,RIDALDothan,3815
DRG389,RIDALBirmingham,3453.4
DRG389,RIDALBirmingham,4190.2
DRG389,RIDALHuntsville,4948.57
DRG389,RIDALMobile,3911.5
DRG389,RIDALHuntsville,4192.66
DRG389,RIDALBirmingham,3443.27
DRG389,RIDALBirmingham,4538.8
DRG389,RIDALMobile,3764.62
DRG389,RIDALTuscaloosa,4611.53
DRG389,RIDALMobile,3906.41
DRG389,RIDALBirmingham,4832.25
DRG389,RIDALBirmingham,4379.42
DRG389,RIDALMobile,4201.69
DRG389,RIDALBirmingham,3957.75
DRG389,RIDALBirmingham,5590
DRG389,RIDALBirmingham,4216.66
DRG389,RIDALHuntsville,3979.33
DRG389,RIDALBirmingham,3750
DRG389,RIDALMobile,3917.2
DRG389,RIDALMontgomery,4583.57
DRG389,RIDALBirmingham,5243.66
DRG389,RIDAKAnchorage,6749
DRG389,RIDAZPhoenix,6605.03
DRG389,RIDAZTucson,5473.44
DRG389,RIDAZPhoenix,6043.9
DRG389,RIDAZTucson,5071.5
DRG389,RIDAZTucson,4548.23
DRG389,RIDAZPhoenix,5536.03
DRG389,RIDAZPhoenix,5476.25
DRG389,RIDAZPhoenix,5299.48
DRG389,RIDAZPhoenix,5196.06
DRG389,RIDAZPhoenix,8335.37
DRG389,RIDAZPhoenix,6857.38
DRG389,RIDAZPhoenix,5842.72
DRG389,RIDAZMesa,5062.34
DRG389,RIDAZPhoenix,5098.72
DRG389,RIDAZTucson,5998.83
DRG389,RIDAZPhoenix,5426
DRG389,RIDCAOrangeCounty,6229.55
DRG389,RIDAZSunCity,4408.84
DRG389,RIDAZTucson,9968.13
DRG389,RIDAZMesa,5391.18
DRG389,RIDAZPhoenix,5219.4
DRG389,RIDAZTucson,4650.25
DRG389,RIDAZPhoenix,4390.52
DRG389,RIDAZMesa,4830.43
DRG389,RIDAZPhoenix,5519.17
DRG389,RIDAZPhoenix,5142.6
DRG389,RIDAZSunCity,4600.55
DRG389,RIDNVLasVegas,5476.46
DRG389,RIDAZPhoenix,6012
DRG389,RIDAZTucson,4057.5
DRG389,RIDAZPhoenix,5283.63
DRG389,RIDAZMesa,4705.5
DRG389,RIDAZMesa,5422.95
DRG389,RIDAZPhoenix,4064.05
DRG389,RIDARSpringdale,4877.36
DRG389,RIDARSpringdale,4118.82
DRG389,RIDARLittleRock,4899.89
DRG389,RIDARSpringdale,4424.78
DRG389,RIDARLittleRock,4206.63
DRG389,RIDARLittleRock,6427.11
DRG389,RIDARSpringdale,4476.16
DRG389,RIDARJonesboro,5041.97
DRG389,RIDARSpringdale,4632.61
DRG389,RIDARLittleRock,4333
DRG389,RIDMOSpringfield,4036.1
DRG389,RIDARLittleRock,4343.72
DRG389,RIDARLittleRock,4190.21
DRG389,RIDARJonesboro,3286.9
DRG389,RIDARLittleRock,4558.15
DRG389,RIDTNMemphis,5894.83
DRG389,RIDARFortSmith,4587.61
DRG389,RIDARFortSmith,4402.17
DRG389,RIDARLittleRock,5094.82
DRG389,RIDARLittleRock,5007.63
DRG389,RIDARLittleRock,4399.46
DRG389,RIDARLittleRock,4358.87
DRG389,RIDARJonesboro,4161.04
DRG389,RIDARLittleRock,5096
DRG389,RIDCASanMateoCounty,5894.66
DRG389,RIDCANapa,6680.63
DRG389,RIDCASanLuisObispo,5425.07
DRG390,RIDALBirmingham,2532.71
DRG390,RIDALHuntsville,2637.06
DRG390,RIDALDothan,2523.08
DRG390,RIDALBirmingham,1909.25
DRG390,RIDALBirmingham,2586.5
DRG390,RIDALHuntsville,2875.08
DRG390,RIDALHuntsville,2518.25
DRG390,RIDALBirmingham,2120.25
DRG390,RIDALMobile,2450.53
DRG390,RIDALTuscaloosa,2782.76
DRG390,RIDALMobile,2078.33
DRG390,RIDALBirmingham,2840.31
DRG390,RIDALBirmingham,2612.09
DRG390,RIDALMobile,2441.41
DRG390,RIDALHuntsville,2108.64
DRG390,RIDALBirmingham,2326.75
DRG390,RIDALMobile,2173.54
DRG390,RIDAZPhoenix,4052.78
DRG390,RIDAZTucson,3505.12
DRG390,RIDAZTucson,2617.4
DRG390,RIDAZPhoenix,3334.69
DRG390,RIDAZPhoenix,3309.84
DRG390,RIDAZPhoenix,3368
DRG390,RIDAZMesa,3217.61
DRG390,RIDAZPhoenix,3472.14
DRG390,RIDAZPhoenix,3200.09
DRG390,RIDAZSunCity,2903.96
DRG390,RIDAZPhoenix,4129.27
DRG390,RIDAZMesa,3323.33
DRG390,RIDAZPhoenix,3139.26
DRG390,RIDAZTucson,2923.84
DRG390,RIDAZPhoenix,2295.15
DRG390,RIDAZMesa,2873.6
DRG390,RIDAZSunCity,2830.18
DRG390,RIDAZPhoenix,4148.37
DRG390,RIDAZTucson,2441.5
DRG390,RIDAZPhoenix,2655.3
DRG390,RIDAZMesa,3443.69
DRG390,RIDAZMesa,2146.25
DRG390,RIDAZPhoenix,2076.54
DRG390,RIDARSpringdale,2370.68
DRG390,RIDARLittleRock,3054.92
DRG390,RIDARLittleRock,2612.7
DRG390,RIDARJonesboro,3120.66
DRG390,RIDARSpringdale,2564.55
DRG390,RIDARLittleRock,2633.09
DRG390,RIDMOSpringfield,2406.57
DRG390,RIDARLittleRock,2451.72
DRG390,RIDARLittleRock,2369.38
DRG390,RIDARJonesboro,2572.13
DRG390,RIDARLittleRock,2948.61
DRG390,RIDTNMemphis,3449.25
DRG390,RIDARFortSmith,2410.61
DRG390,RIDARLittleRock,3441.23
DRG390,RIDARLittleRock,3051.45
DRG390,RIDARLittleRock,2635.86
DRG390,RIDARJonesboro,2338.25
DRG390,RIDCASanMateoCounty,3638.35
DRG390,RIDCANapa,4445
DRG390,RIDCABakersfield,3620.83
DRG390,RIDCASanLuisObispo,3226.7
DRG390,RIDCASanBernardino,4578.87
DRG390,RIDCASanDiego,6444.43
DRG390,RIDCASanDiego,3659.86
DRG390,RIDCAChico,3960.71
DRG390,RIDCABakersfield,3962.27
DRG390,RIDCAChico,3635.82
DRG390,RIDCAAlamedaCounty,5710.52
DRG390,RIDCASanDiego,4435.7
DRG390,RIDCASanFrancisco,6990.36
DRG390,RIDCALosAngeles,4374.85
DRG390,RIDCABakersfield,3993.63
DRG390,RIDCALosAngeles,5189.15
DRG390,RIDCALosAngeles,6215.63
DRG390,RIDCAOrangeCounty,3730.08
